image_id,id,caption_words,caption_digits
33707,377197,Two giraffes standing outside near a building.,2 giraffes standing outside near a building.
507797,384536,Two buses parked next to each other in front of a building.,2 buses parked next to each other in front of a building.
140583,385394,A herd of sheep with two sherds moving down a road in the mountains.,A herd of sheep with 2 sherds moving down a road in the mountains.
397639,390697,The two sheep are standing next to each other in the field.,The 2 sheep are standing next to each other in the field.
514540,398140,"A city street corner with a street pole that has one way signs and a light on the top, and a building in the background.","A city street corner with a street pole that has 1 way signs and a light on the top, and a building in the background."
410428,398400,Sheep are on a grassy field and one of them is a white and black baby.,Sheep are on a grassy field and 1 of them is a white and black baby.
514540,400693,Both streets of the intersection are marked as one way.,Both streets of the intersection are marked as 1 way.
250205,413502,Two seagulls standing on a rock in front of the ocean.,2 seagulls standing on a rock in front of the ocean.
250205,413778,Two seagulls stand on the rocks by the shore.,2 seagulls stand on the rocks by the shore.
41888,413885,Three birds walking around a dry grass field.,3 birds walking around a dry grass field.
250205,414270,Two seagulls standing on a rock looking out over the beach.,2 seagulls standing on a rock looking out over the beach.
528524,415043,two brown animals walking through a path in the woods.,2 brown animals walking through a path in the woods.
528524,415328,two shorn sheep walking between some bushes.,2 shorn sheep walking between some bushes.
250205,416046,Two heron are standing on some rocks near some water.,2 heron are standing on some rocks near some water.
528524,416264,Two sheep walk in a line down a small pathway in the brush.,2 sheep walk in a line down a small pathway in the brush.
41888,416810,three strange looking birds walking on the grass.,3 strange looking birds walking on the grass.
41888,417353,Three birds huddled together in a open field.,3 birds huddled together in a open field.
41888,417428,Three wild turkeys on top of the dried pasture.,3 wild turkeys on top of the dried pasture.
505942,418228,Two people have a conversation at an intersection.,2 people have a conversation at an intersection.
566436,419663,Some one who is sitting on the back of a park bench.,Some 1 who is sitting on the back of a park bench.
566436,421364,A person in jeans and two toned shoes sits on the back of a bench.,A person in jeans and 2 toned shoes sits on the back of a bench.
505942,422899,Three people stand near a street sign and a traffic light.,3 people stand near a street sign and a traffic light.
221155,429395,Two cow figures are standing in a yard.,2 cow figures are standing in a yard.
221155,429902,Two cows are drinking under a small windmill.,2 cows are drinking under a small windmill.
486046,431268,A giraffe and two zebras in a dirt area next to fence.,A giraffe and 2 zebras in a dirt area next to fence.
344909,432037,A fire hydrant is standing on the sidewalk with two spouts.,A fire hydrant is standing on the sidewalk with 2 spouts.
500826,433675,A pole with three road signs stands in front of a building.,A pole with 3 road signs stands in front of a building.
226154,441250,The large green bus drives near two people on a motorcycle.,The large green bus drives near 2 people on a motorcycle.
340272,445658,Three sheep are grazing in the field next to the water.,3 sheep are grazing in the field next to the water.
198960,449633,three sheep grassing in a pasture side by side.,3 sheep grassing in a pasture side by side.
198960,450071,Three big horn sheep are in an enclosed pasture.,3 big horn sheep are in an enclosed pasture.
310622,450435,Several one way signs are by street signs.,Several 1 way signs are by street signs.
372819,453208,Four smaller dogs are running away from the women on the bench.,4 smaller dogs are running away from the women on the bench.
11615,453244,Four signs are stacked together under two others.,4 signs are stacked together under 2 others.
198960,453296,A black and white picture of three lambs.,A black and white picture of 3 lambs.
172856,459338,a stop sign and two brown and white street signs.,a stop sign and 2 brown and white street signs.
333697,463459,Two street signs on the corner of a stone wall.,2 street signs on the corner of a stone wall.
100723,464218,Crown marching in one direction in a lightly attended protest.,Crown marching in 1 direction in a lightly attended protest.
333697,464416,Three traffic signs sit on on a corner in front of a brick wall.,3 traffic signs sit on on a corner in front of a brick wall.
172856,467435,"A faded stop sign with two street signs above, in a rural area.","A faded stop sign with 2 street signs above, in a rural area."
338191,469927,A picture of nine fire hydrants in various type color schemes.,A picture of 9 fire hydrants in various type color schemes.
323751,470407,A train one track away from a platform at a stop.,A train 1 track away from a platform at a stop.
333697,471463,Two signs that are on the side of a wall.,2 signs that are on the side of a wall.
338191,472885,a collage with nine fire hydrants of different color combinations.,a collage with 9 fire hydrants of different color combinations.
101022,473928,Two signs that are on a pole in the snow.,2 signs that are on a pole in the snow.
244379,485559,View down a two lane road at a red stop signal.,View down a 2 lane road at a red stop signal.
379800,486194,An orange train engine moves down the track with one train car behind it.,An orange train engine moves down the track with 1 train car behind it.
211069,487995,Two giraffe moving very quickly in the woods.,2 giraffe moving very quickly in the woods.
211069,488109,Two giraffes walking in long grass near short trees.,2 giraffes walking in long grass near short trees.
456496,489557,"A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind.","A woman sitting on ledge with 3 pigeons, with gate railing, trees, and base of the Eiffel Tower behind."
379800,492074,Train engine pulling one freight car along rails.,Train engine pulling 1 freight car along rails.
211069,492087,Two giraffes walking in an open wooded area.,2 giraffes walking in an open wooded area.
211069,496356,There are two giraffes walking near some tall grasses.,There are 2 giraffes walking near some tall grasses.
100274,497864,An outdoor train yard area with several sets of train tracks and train cars extending down one set of tracks.,An outdoor train yard area with several sets of train tracks and train cars extending down 1 set of tracks.
15751,498773,A bird flies away from three others that are sitting.,A bird flies away from 3 others that are sitting.
375763,499745,a large group black faced sheep with one or two white faced sheep.,a large group black faced sheep with 1 or 2 white faced sheep.
15751,500756,three birds perched and one flying towards the viewer.,3 birds perched and 1 flying towards the viewer.
500423,500799,A two story train stopped at an indoor train stop.,A 2 story train stopped at an indoor train stop.
514540,515452,"An upward view of a building and several signs, including a one way sign.","An upward view of a building and several signs, including a 1 way sign."
537153,519555,Two people sitting on a bench overlooking a body of water.,2 people sitting on a bench overlooking a body of water.
239843,521386,Two street signs on top of a stop sign.,2 street signs on top of a stop sign.
537153,521913,two people sitting on a bench next to the ocean.,2 people sitting on a bench next to the ocean.
239843,522349,Two green street signs crossing each other above a stop sign.,2 green street signs crossing each other above a stop sign.
537153,522696,Two people on a bench near the water.,2 people on a bench near the water.
239843,523126,A stop sign underneath two street signs with a tree in the background.,A stop sign underneath 2 street signs with a tree in the background.
239843,523924,A stop sign at the cross section of two streets.,A stop sign at the cross section of 2 streets.
537153,524109,Two people sitting on a bench looking out over the ocean.,2 people sitting on a bench looking out over the ocean.
296317,526474,Two giraffes walking along a trail to the hills.,2 giraffes walking along a trail to the hills.
334371,529773,A tall building with four double decker buses driving along a parking lot.,A tall building with 4 double decker buses driving along a parking lot.
334371,530475,Two white double decker buses on a street.,2 white double decker buses on a street.
393282,532995,Two giraffes standing around in the middle of a field.,2 giraffes standing around in the middle of a field.
64359,533864,Three zebra and four giraffe inside a fenced area.,3 zebra and 4 giraffe inside a fenced area.
22589,534094,Two sheep in a pasture behind a wire fence.,2 sheep in a pasture behind a wire fence.
64359,534122,Four giraffes standing around while three zebras walk by.,4 giraffes standing around while 3 zebras walk by.
393282,534159,Two giraffes standing on a dirt expanse with trees in background.,2 giraffes standing on a dirt expanse with trees in background.
393282,534243,Two giraffes standing out in the hot sun in front of a tent.,2 giraffes standing out in the hot sun in front of a tent.
393282,534558,Two giraffes standing in a dry landscape gaze to the side.,2 giraffes standing in a dry landscape gaze to the side.
22589,535285,Two sheep in a fenced area on a sunny day.,2 sheep in a fenced area on a sunny day.
393282,535377,Two giraffes standing in a desert like area.,2 giraffes standing in a desert like area.
22589,536998,Two sheep in a caged area with bushes.,2 sheep in a caged area with bushes.
153299,538080,two giraffes are standing together outside a barn.,2 giraffes are standing together outside a barn.
332901,538241,Two sheep that are inside of a gate.,2 sheep that are inside of a gate.
353180,540239,Over ten men pushing a charter bus with a woman watching.,Over 10 men pushing a charter bus with a woman watching.
153299,542217,Two giraffes in a sanctuary standing close to the wall.,2 giraffes in a sanctuary standing close to the wall.
153299,542841,"Two giraffes, one grown and one baby, standing next to each other.","2 giraffes, 1 grown and 1 baby, standing next to each other."
307074,551755,two stop and go lights at an intersection.,2 stop and go lights at an intersection.
295231,555014,the seven sheep are preparing to be sheered.,the 7 sheep are preparing to be sheered.
49060,556883,Four people standing outside of a steam train.,4 people standing outside of a steam train.
356169,569221,two cars driving on a street near a tree and a fence.,2 cars driving on a street near a tree and a fence.
463647,569926,Two signs with arrows pointing to each other for detour.,2 signs with arrows pointing to each other for detour.
463647,573895,Two signs show a street is blocked and detoured.,2 signs show a street is blocked and detoured.
78032,581672,There are two metal benches on the patio.,There are 2 metal benches on the patio.
78032,584300,Two bench's sitting on the ground near a fence.,2 bench's sitting on the ground near a fence.
324818,586456,Two multicolored exotic birds perched on a wooden branch with trees and flowers behind them.,2 multicolored exotic birds perched on a wooden branch with trees and flowers behind them.
324818,587353,There are two parrots perched on the branch.,There are 2 parrots perched on the branch.
324818,589327,Two parrots sitting on a branch side by side.,2 parrots sitting on a branch side by side.
13659,590158,a table with two laptops and chairs.,a table with 2 laptops and chairs.
13659,590512,Man works on laptop as three others work on a project.,Man works on laptop as 3 others work on a project.
324818,593329,Two parrots perching on a tree branch in a tropical garden.,2 parrots perching on a tree branch in a tropical garden.
28993,594246,Three fire hydrants in front of a huge building.,3 fire hydrants in front of a huge building.
229753,599598,Two tall giraffes are next to bare trees.,2 tall giraffes are next to bare trees.
559956,603971,Two women are squatting down and petting brown and white long haired goats.,2 women are squatting down and petting brown and white long haired goats.
229753,607341,a close up of two giraffes near one another.,a close up of 2 giraffes near 1 another.
559956,610091,Two women have stopped to pet the sheep.,2 women have stopped to pet the sheep.
559956,610427,Two women are watching some goats get tie down.,2 women are watching some goats get tie down.
229753,612492,Two giraffes are standing next to a tree trunk.,2 giraffes are standing next to a tree trunk.
559956,614372,Two women petting a few goats at a petting zoo.,2 women petting a few goats at a petting zoo.
345261,614527,Two giraffe standing on to of a dry grass covered field.,2 giraffe standing on to of a dry grass covered field.
345261,614587,Two giraffes on the plains looking opposite directions.,2 giraffes on the plains looking opposite directions.
229753,615141,Two giraffes are standing by a palm tree.,2 giraffes are standing by a palm tree.
345261,618298,Two giraffes looking across the plains at sunrise.,2 giraffes looking across the plains at sunrise.
345261,618652,Two giraffes standing in a wide open area.,2 giraffes standing in a wide open area.
474881,625027,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.","A white slope covers the background, while the foreground features a grassy slope with several rams grazing and 1 measly and underdeveloped evergreen in the foreground."
140640,626190,Three women that are standing in front of a table.,3 women that are standing in front of a table.
181816,628856,a bench with a statue stting on one side of it.,a bench with a statue stting on 1 side of it.
8690,632624,The two young girls are petting the two goats.,The 2 young girls are petting the 2 goats.
8690,633359,Two small children petting animals at a zoo.,2 small children petting animals at a zoo.
8690,634535,Two young girls petting goats in a pen.,2 young girls petting goats in a pen.
8690,634709,Two girls pet a goat that is in a pen.,2 girls pet a goat that is in a pen.
320425,638029,Ten giraffes loitering around a building out in the day.,10 giraffes loitering around a building out in the day.
8690,638750,This is an image of two girls with goats.,This is an image of 2 girls with goats.
87244,643987,Two color fire hydrant on cement slab in front of house.,2 color fire hydrant on cement slab in front of house.
335177,645911,A round intersection on a surburban street with one floor homes.,A round intersection on a surburban street with 1 floor homes.
482585,648663,Two trains parked on the tracks near a platform.,2 trains parked on the tracks near a platform.
482585,649464,Two trains are parked on the train tracks.,2 trains are parked on the train tracks.
482585,650973,Two trains sit idle in a train station.,2 trains sit idle in a train station.
482585,651825,Two trains at station near group of people on platform.,2 trains at station near group of people on platform.
11197,658370,Two signs with arrows and a man standing on the sidewalk.,2 signs with arrows and a man standing on the sidewalk.
272364,658773,Four tall giraffe are looking up to eat from a feeder.,4 tall giraffe are looking up to eat from a feeder.
272364,659082,four brown and white giraffes eating greens together.,4 brown and white giraffes eating greens together.
278006,660739,"A street sign marks the intersection of 3 streets, while three housed stand in the background.","A street sign marks the intersection of 3 streets, while 3 housed stand in the background."
6723,661195,A building lined street with three lanes and light traffic.,A building lined street with 3 lanes and light traffic.
272364,661326,Four giraffes are reaching in the tree for food.,4 giraffes are reaching in the tree for food.
420916,664763,Three people are sitting on a bench looking out at mountains and a lake.,3 people are sitting on a bench looking out at mountains and a lake.
6723,665221,A street with a row of older red brick building on one side.,A street with a row of older red brick building on 1 side.
334521,665510,Two giraffes that are together in an enclosure.,2 giraffes that are together in an enclosure.
334521,665564,Two giraffes stare at a crane from behind a fence.,2 giraffes stare at a crane from behind a fence.
420916,670190,Three people sitting on a bench in front of a lake.,3 people sitting on a bench in front of a lake.
334521,670220,Two giraffes inside of a cage at the zoo.,2 giraffes inside of a cage at the zoo.
420916,672698,Three persons seated on a bench near a pool of water.,3 persons seated on a bench near a pool of water.
190923,673578,"An urban street with a streetlight, one way sign, and people walking.","An urban street with a streetlight, 1 way sign, and people walking."
259854,676426,Two street signs are sitting on top of the pole.,2 street signs are sitting on top of the pole.
574425,676695,Two old fashioned buses parked on the side of the road.,2 old fashioned buses parked on the side of the road.
350023,678178,A street that has four lanes of traffic.,A street that has 4 lanes of traffic.
512564,678347,A two way street has minimal cars on it.,A 2 way street has minimal cars on it.
259854,682399,A view of several billboards and two traffic signs on one pole.,A view of several billboards and 2 traffic signs on 1 pole.
190923,689595,A One Way sign is located on the traffic light.,A 1 Way sign is located on the traffic light.
314914,690332,A two sign sitting on the side of a road.,A 2 sign sitting on the side of a road.
89697,690987,A black and white photo of a couple sitting on two park benches.,A black and white photo of a couple sitting on 2 park benches.
190923,691317,A traffic light with a one way sign near a trash can.,A traffic light with a 1 way sign near a trash can.
507042,691480,Three giraffes stand near the fence of their enclosure.,3 giraffes stand near the fence of their enclosure.
507042,692812,Three giraffes looking in different directions from each other.,3 giraffes looking in different directions from each other.
507042,697456,these are three giraffes standing in a pen.,these are 3 giraffes standing in a pen.
445675,703715,One tall giraffe on top of the dry terrain.,1 tall giraffe on top of the dry terrain.
240049,707330,A woman holds a baby on her arm and both are looking forward at an enclosed area with two giraffes in it.,A woman holds a baby on her arm and both are looking forward at an enclosed area with 2 giraffes in it.
322864,716966,Two guiding signs are pictured in front of a busy street.,2 guiding signs are pictured in front of a busy street.
578236,724639,A large lizard sitting on stone steps with three birds.,A large lizard sitting on stone steps with 3 birds.
544811,724975,Two birds flying in the sky over a lake.,2 birds flying in the sky over a lake.
544811,726325,Black borders a rippling water-scape with two birds flying overhead.,Black borders a rippling water-scape with 2 birds flying overhead.
88848,726442,Two pictures of a fire hydrant with two pictures of people.,2 pictures of a fire hydrant with 2 pictures of people.
544811,729955,Two birds flying over a flat waveless ocean.,2 birds flying over a flat waveless ocean.
88848,731638,A collage of photos including two which portray colorful fire hydrants.,A collage of photos including 2 which portray colorful fire hydrants.
578236,732034,An iguana and two birds are sitting on several steps.,An iguana and 2 birds are sitting on several steps.
578236,733654,An iguana and three pigeons sitting on cement steps.,An iguana and 3 pigeons sitting on cement steps.
544811,733786,Two large birds are flying over the calm water.,2 large birds are flying over the calm water.
267946,734640,A sign for a public restroom is in more than one language.,A sign for a public restroom is in more than 1 language.
413404,737068,Two people stroll through a park with benches and a playground.,2 people stroll through a park with benches and a playground.
252294,737977,Two people that are laying in bunk beds and looking up.,2 people that are laying in bunk beds and looking up.
556498,748507,Two black signs that are on the side of a pole.,2 black signs that are on the side of a pole.
198915,749057,This is an intersection sign between green lake drive and one other.,This is an intersection sign between green lake drive and 1 other.
285788,749542,Two giraffes that are standing in the grass.,2 giraffes that are standing in the grass.
544605,750246,"A street pole with one ways, except deliveries, street and no walking signs.","A street pole with 1 ways, except deliveries, street and no walking signs."
198915,750386,The two street name signs are protruding from a street pole.,The 2 street name signs are protruding from a street pole.
205282,752139,Three giraffes standing on a plain with a few trees.,3 giraffes standing on a plain with a few trees.
198915,753651,"A pole with two street signs attached, in front of some trees.","A pole with 2 street signs attached, in front of some trees."
205282,753695,Three giraffes standing in some tall grass with trees.,3 giraffes standing in some tall grass with trees.
285788,755399,Two giraffe's by large rocks with and ostrich.,2 giraffe's by large rocks with and ostrich.
285788,757985,Two giraffes and an ostrich at a zoo enclosure habitat.,2 giraffes and an ostrich at a zoo enclosure habitat.
297681,765874,The two signs give directions to upcoming cars.,The 2 signs give directions to upcoming cars.
504580,767425,Two giraffes during day in field of grasses.,2 giraffes during day in field of grasses.
504580,771358,Two giraffes standing one behind the other among brush.,2 giraffes standing 1 behind the other among brush.
73702,775737,Two people standing holding bags and wearing hats.,2 people standing holding bags and wearing hats.
58393,775817,Two people sitting on a bench silhouetted against the sea.,2 people sitting on a bench silhouetted against the sea.
58393,776666,Two people are sitting on a bench together in front of water.,2 people are sitting on a bench together in front of water.
58393,777680,The silhouette of two people sitting on a bench in front of the water.,The silhouette of 2 people sitting on a bench in front of the water.
112634,778678,Two giraffes standing near a large rock inside a gated corral.,2 giraffes standing near a large rock inside a gated corral.
112634,779695,"Trees mark the far side of a fence that encloses a large environment space with man made rocks and two giraffes, one close up and very large, the other small, and seemingly far away.","Trees mark the far side of a fence that encloses a large environment space with man made rocks and 2 giraffes, 1 close up and very large, the other small, and seemingly far away."
112634,779743,Two giraffe's in a zoo with a large rock.,2 giraffe's in a zoo with a large rock.
568439,780314,two public transit buses on a city street.,2 public transit buses on a city street.
52007,781987,Two people about to get on-board a bus.,2 people about to get on-board a bus.
59386,782689,a number of giraffes in a field near one another.,a number of giraffes in a field near 1 another.
568439,782867,Two double-decker buses going in opposite directions on a road.,2 double-decker buses going in opposite directions on a road.
525600,784098,a number of giraffes near one another.,a number of giraffes near 1 another.
158548,790984,A sheep is on a field of grass with two men walking around it.,A sheep is on a field of grass with 2 men walking around it.
504580,792430,Two giraffes standing in high grass near each other.,2 giraffes standing in high grass near each other.
234660,798408,Two white bullet trains parked at a train station.,2 white bullet trains parked at a train station.
234660,800238,two white trains are parked side by side.,2 white trains are parked side by side.
234660,801321,two trains on a track near one another.,2 trains on a track near 1 another.
234660,802380,Two white trains on tracks next to a station.,2 white trains on tracks next to a station.
270386,804107,The black street pole has three different signs on it.,The black street pole has 3 different signs on it.
234660,805683,"Two white passenger trains are parked on the tracks, side by side.","2 white passenger trains are parked on the tracks, side by side."
270386,806087,a street sign for Library Way and Madison Avenue above a one way arrow.,a street sign for Library Way and Madison Avenue above a 1 way arrow.
270386,809279,A one way sign and two other signs mounted to a pole.,A 1 way sign and 2 other signs mounted to a pole.
447342,813598,Two buses in city with other cars and trees.,2 buses in city with other cars and trees.
340272,818923,Three sheep eating grass near a water source.,3 sheep eating grass near a water source.
333697,821209,"A corner with a Stop sign, a no entry sign and a one way sign in front of a brick wall with graffiti.","A corner with a Stop sign, a no entry sign and a 1 way sign in front of a brick wall with graffiti."
198960,822222,Two sheep and a ram stand next to a fence in the yard.,2 sheep and a ram stand next to a fence in the yard.
234526,823999,two children are feeding a giraffe and trees.,2 children are feeding a giraffe and trees.
503841,824518,Two green street lights in front of a building with a lot of windows.,2 green street lights in front of a building with a lot of windows.
100283,828536,A stop sign is posted on the corner in two languages.,A stop sign is posted on the corner in 2 languages.
396205,780,Two cows standing and grazing in an open pasture.,2 cows standing and grazing in an open pasture.
396205,843,Two brown cows on a pasture of green grass.,2 brown cows on a pasture of green grass.
396205,2007,Two animals standing in a grassy field by trees.,2 animals standing in a grassy field by trees.
396205,2361,two cows grazing in a field near some trees.,2 cows grazing in a field near some trees.
276024,2714,Two men guiding cows while behind on horses.,2 men guiding cows while behind on horses.
413395,3219,A man sits on the couch with two cats on his lap.,A man sits on the couch with 2 cats on his lap.
413395,3540,A man resting on a couch with two different colored cats.,A man resting on a couch with 2 different colored cats.
413395,4116,A man sitting on a couch has two cats on his lap.,A man sitting on a couch has 2 cats on his lap.
396205,4278,Two cows in a meadow with a historic structure in the background.,2 cows in a meadow with a historic structure in the background.
413395,4341,A man and his two cats sitting on the couch.,A man and his 2 cats sitting on the couch.
231088,4535,Six umbrellas floating in the air near a building.,6 umbrellas floating in the air near a building.
276024,4556,Two men on horses drive cattle down the road.,2 men on horses drive cattle down the road.
276024,5486,Two people on horseback herding cattle through the woods.,2 people on horseback herding cattle through the woods.
89880,7721,Two dogs are playing together on the grass.,2 dogs are playing together on the grass.
89880,11504,Two puppies playing in the green grass of their yard.,2 puppies playing in the green grass of their yard.
512836,12022,A woman with a red umbrella is walking two dogs in the snow.,A woman with a red umbrella is walking 2 dogs in the snow.
512836,14827,"A person with a white umbrella, with two dogs.","A person with a white umbrella, with 2 dogs."
89880,15365,Two dogs playing with each other in the grass.,2 dogs playing with each other in the grass.
512836,15673,A person with an umbrella and two dogs walking in the snow.,A person with an umbrella and 2 dogs walking in the snow.
171611,16813,A man and a dog fishing on a boat in a lake with two boats in the background.,A man and a dog fishing on a boat in a lake with 2 boats in the background.
458702,17136,These are two currently unused city parking meters.,These are 2 currently unused city parking meters.
512836,17191,A woman is walking two dogs in the snow.,A woman is walking 2 dogs in the snow.
458702,19596,Two old street parking meters surrounded by weeds.,2 old street parking meters surrounded by weeds.
190753,22434,There is a group of four men sitting on park benches.,There is a group of 4 men sitting on park benches.
422836,22437,two men walking down a city streen next to a blue pole.,2 men walking down a city streen next to a blue pole.
329041,37105,four brown stacked suitcases and a woman with a red purse.,4 brown stacked suitcases and a woman with a red purse.
389316,39636,Two young elephants stand next to a wooden fence.,2 young elephants stand next to a wooden fence.
329041,39766,A stack of luggage with an opened one on top.,A stack of luggage with an opened 1 on top.
389316,41499,Two baby elephants take a drink from a trainer in an enclosure.,2 baby elephants take a drink from a trainer in an enclosure.
421757,42446,Two boats are floating on the river near the shore.,2 boats are floating on the river near the shore.
124636,42590,One cow standing and one laying down within a fence.,1 cow standing and 1 laying down within a fence.
421757,42944,Two boats floating next to each other on a lake.,2 boats floating next to each other on a lake.
389316,43761,Two elephants are standing inside of an enclosure.,2 elephants are standing inside of an enclosure.
421757,44381,two boats are idly floating on a lake.,2 boats are idly floating on a lake.
389316,44688,Two elephants in an enclosure at a zoo.,2 elephants in an enclosure at a zoo.
389316,44763,"Two elephants outside, one being fed, one standing.","2 elephants outside, 1 being fed, 1 standing."
565624,45499,Two elephants walking around inside of a grassy enclosure.,2 elephants walking around inside of a grassy enclosure.
565624,46483,Two elephants walking along their habitat in a zoo.,2 elephants walking along their habitat in a zoo.
496597,46680,Two people riding a small boat across a massive lake surrounded by mountains.,2 people riding a small boat across a massive lake surrounded by mountains.
565624,47170,Two large elephants walking behind a wire fence on green grass.,2 large elephants walking behind a wire fence on green grass.
421757,47558,Two boats floating on a lake next to a forest.,2 boats floating on a lake next to a forest.
421757,47561,Two white boats travel on a wooded waterway.,2 white boats travel on a wooded waterway.
565624,48682,Two young elephants graze on a grassy field.,2 young elephants graze on a grassy field.
496597,49092,Two people sitting on a small boat floating over the ocean.,2 people sitting on a small boat floating over the ocean.
124636,49115,Two brown cows sitting inside a fence staring out.,2 brown cows sitting inside a fence staring out.
23023,50025,Three pieces of luggage sitting on a floor in front of a curtain.,3 pieces of luggage sitting on a floor in front of a curtain.
565624,50458,two elephants grazing in the grass behind a fence.,2 elephants grazing in the grass behind a fence.
23023,53535,"A piece of luggage is beside bags, one in plastic.","A piece of luggage is beside bags, 1 in plastic."
82180,61890,Two stuffed teddy bears sitting on a wooden chair in a yard.,2 stuffed teddy bears sitting on a wooden chair in a yard.
82180,64797,Two stuffed animals are sitting on a broken wooden chair.,2 stuffed animals are sitting on a broken wooden chair.
82180,65901,Two stuffed animals in a wooden outdoor chair.,2 stuffed animals in a wooden outdoor chair.
82180,66267,Two little bears sitting on a weathered wood chair.,2 little bears sitting on a weathered wood chair.
246454,66557,Girl bending down with hand bag on her shoulder petting two dogs.,Girl bending down with hand bag on her shoulder petting 2 dogs.
125072,66791,Five cows are grazing at a lake next to a road.,5 cows are grazing at a lake next to a road.
246454,68465,A girl kneels down to pet two dogs.,A girl kneels down to pet 2 dogs.
246454,68597,A black and white photo of a girl petting three dogs.,A black and white photo of a girl petting 3 dogs.
368961,69105,Two mini elephants walking toward people on a plank.,2 mini elephants walking toward people on a plank.
246454,69341,A child petting two dogs on the side of the street.,A child petting 2 dogs on the side of the street.
246454,70217,A little girl kneeling down to pet two dogs on a leash.,A little girl kneeling down to pet 2 dogs on a leash.
368961,72345,Two elephants standing behind a rope in an enclosure.,2 elephants standing behind a rope in an enclosure.
41635,73234,Three cows standing on a grass field under a cloudy sky.,3 cows standing on a grass field under a cloudy sky.
368961,74943,Two large elephants waiting to enter their shelter.,2 large elephants waiting to enter their shelter.
41635,75604,Three cows stand in a field behind a barbed wire fence.,3 cows stand in a field behind a barbed wire fence.
368961,77586,Two elephants with a rubber ball are kept in the area with a little chain.,2 elephants with a rubber ball are kept in the area with a little chain.
41635,78970,Three cows laying in a field behind a barb wired fence.,3 cows laying in a field behind a barb wired fence.
401991,81099,two dogs laying in a bed with thick covers.,2 dogs laying in a bed with thick covers.
41635,81493,Three cows with hairy heads laying down in a field.,3 cows with hairy heads laying down in a field.
401991,85584,Two dogs take a nap on a bed with a blanket.,2 dogs take a nap on a bed with a blanket.
401991,85980,Two dogs sleep on the blankets of a bed.,2 dogs sleep on the blankets of a bed.
551815,103435,Two cats lay together on a blanket.,2 cats lay together on a blanket.
551815,106825,Two cats rest on each other to take a nap.,2 cats rest on each other to take a nap.
551815,107752,Two cats cuddle next to each other on a flowery blanket.,2 cats cuddle next to each other on a flowery blanket.
460683,109607,A man wearing a blue tie with the ten commandments on it.,A man wearing a blue tie with the 10 commandments on it.
413689,112595,Two women holding umbrellas while standing on a city street.,2 women holding umbrellas while standing on a city street.
413689,112676,Two women under sun umbrellas wait to across an urban street.,2 women under sun umbrellas wait to across an urban street.
319369,112752,Two women talk at a beach rental kiosk.,2 women talk at a beach rental kiosk.
319369,113292,A picture for rentals with two women walking up to them.,A picture for rentals with 2 women walking up to them.
393115,113429,A man has one foot on his skateboard.,A man has 1 foot on his skateboard.
413689,114170,two women hold umbrellas while waiting to cross the street in a city.,2 women hold umbrellas while waiting to cross the street in a city.
268375,114197,A baby elephant stands near to four larger adult elephants.,A baby elephant stands near to 4 larger adult elephants.
319369,115701,A group of people handing out with lawn chairs under two colorful umbrellas.,A group of people handing out with lawn chairs under 2 colorful umbrellas.
500257,116659,A person is near a row of luggage carts as one man pushes a cart.,A person is near a row of luggage carts as 1 man pushes a cart.
318080,128933,two different bears fight with each other behind a log.,2 different bears fight with each other behind a log.
460683,128975,A man that has the ten commandments on his tie.,A man that has the 10 commandments on his tie.
263860,129670,Two elephants in a field rubbing their trunks on each other.,2 elephants in a field rubbing their trunks on each other.
235857,131520,Three cows grazing in a field of green grass.,3 cows grazing in a field of green grass.
318080,131921,Two bears in the water with their mouths open growling at each other.,2 bears in the water with their mouths open growling at each other.
318080,132299,Two brown bears interacting in a rocky area.,2 brown bears interacting in a rocky area.
318080,132314,two bears playing together while swimming near a log.,2 bears playing together while swimming near a log.
263860,132772,Two African elephants greeting each other with their trunks.,2 African elephants greeting each other with their trunks.
318080,137363,Two brown bears growling at each other while laying on a log.,2 brown bears growling at each other while laying on a log.
235857,139602,Three cows two black and one brown grazing in a green field.,3 cows 2 black and 1 brown grazing in a green field.
235857,140418,A brown cow and two black cows eating grass in a field.,A brown cow and 2 black cows eating grass in a field.
263860,142306,Two tusked elephants fighting on grass in the wild.,2 tusked elephants fighting on grass in the wild.
263860,148165,Two elephants standing in a field going nose to nose.,2 elephants standing in a field going nose to nose.
453166,149736,A group of three soldiers standing next to each other.,A group of 3 soldiers standing next to each other.
539962,149895,There are two people in the middle of the pool.,There are 2 people in the middle of the pool.
539962,153480,A pool with two people inside is shown.,A pool with 2 people inside is shown.
351810,156366,A pile of luggage in a room with two women nearby.,A pile of luggage in a room with 2 women nearby.
153568,163426,A close up of a stop sign with two hand written notes taped to it.,A close up of a stop sign with 2 hand written notes taped to it.
277020,165690,Asian businessman in a restaurant with one of them being served.,Asian businessman in a restaurant with 1 of them being served.
292236,167027,two men wait for a train at dusk.,2 men wait for a train at dusk.
521259,168307,A man holding one frisbee and throwing another.,A man holding 1 frisbee and throwing another.
293300,171821,Two large elephants standing next to a wire fence.,2 large elephants standing next to a wire fence.
570448,172538,A black and white image of two boats on the water in between two mountains.,A black and white image of 2 boats on the water in between 2 mountains.
